Group or Channel Name|Chat Type|Chat URL|Number of Members or Subscribers|Description|Scrapped From|Scrapped Date
Gostosas vazadas|channel|https://t.me/+PNUhVYbqNMEyOWYx|11362|N/A|https://putariatelegram.com/|2023-11-26 01:10:30.288562
Putaria Trans|group|https://t.me/Putaria_Trans|7446|N/A|https://putariatelegram.com/|2023-11-26 01:10:32.313654
Paraiso das vazadas|channel|https://t.me/+T4LifTZYJ481MmNh|8945|N/A|https://putariatelegram.com/|2023-11-26 01:10:33.416724
Previas da Isa|group|https://t.me/isabelagratuito|1978|N/A|https://putariatelegram.com/|2023-11-26 01:10:39.155209
Previas amadoras safadas|group|https://t.me/dialetos_putaria|4134|Grupo de previas de mulheres exibicionista|https://putariatelegram.com/|2023-11-26 01:10:39.858641
Paraiso das vazadas|channel|https://t.me/+2u33dg4NYQ4zOThh|8945|N/A|https://putariatelegram.com/|2023-11-26 01:10:40.290323
VIDEOS DE CORNOS OFICIAL|group|https://t.me/videosdecornosbr|3790|Canal gratis de videos de cornos e mundo Cuckold|https://putariatelegram.com/|2023-11-26 01:10:40.643523
ONLYFANS GRATIS|group|https://t.me/onlygratisfans|6918|#AmiraDaher#Anitta#AlyneLary#AmandaSouza#AnneBraga#AlineDias#AnnyAlves#AllannaJhessy#Annicpn#Alefaltzm#AlicyaRibeiro#Analuh#AnaOtani#AriciaSilva#AlineFernandes#AhJaponesa#Braganca#BrunnaSenas#BabiPalomas|https://putariatelegram.com/|2023-11-26 01:10:40.999819
Bella Duenas Gratis|group|https://t.me/belladuenasgratis|6812|Onlyfans Bella Duenas|https://putariatelegram.com/|2023-11-26 01:10:41.358068
Paraiso das vazadas|channel|https://t.me/+FJNAK_U5eSdlZDc5|8945|N/A|https://putariatelegram.com/|2023-11-26 01:10:47.575170
Boazudas Vazadas|channel|https://t.me/+DBvjMvar5EJiNzZh|2385|N/A|https://putariatelegram.com/|2023-11-26 01:10:48.223917
Only Das Gostosas|channel|https://t.me/+tqc_No02uA82OTUx|3318|N/A|https://putariatelegram.com/|2023-11-26 01:10:48.967410
Epics Porn|channel|https://t.me/+AhGhs9UDpy8yMzEx|1038|N/A|https://putariatelegram.com/|2023-11-26 01:10:49.669014
Paraiso das vazadas|channel|https://t.me/+08ou5PqaUJhhM2Mx|8945|N/A|https://putariatelegram.com/|2023-11-26 01:10:50.012741
BISEXUAL MOOD|channel|https://t.me/+Rp5PvGqOf8Y1NWMx|3326|N/A|https://putariatelegram.com/|2023-11-26 01:10:57.035085
GRUPO DE FLAGRAS|group|https://t.me/+897jsCbU86dmOTdh|1925|N/A|https://putariatelegram.com/|2023-11-26 01:10:57.388692
Paraiso das vazadas|channel|https://t.me/+MwruU71tELlhOGIx|8945|N/A|https://putariatelegram.com/|2023-11-26 01:10:58.450220
NEGAO DOTADO|channel|https://t.me/+0LZ4pLtpC7A1NzFh|1131|Videos do OnlyFans, XVideos Red, JustForFans, Meninos Online, Irmaos Dotados, HotBoys, Men e muito mais.|https://putariatelegram.com/|2023-11-26 01:11:05.644449
Paraiso das vazadas|channel|https://t.me/+wpH5NLzglidiNzY5|8945|N/A|https://putariatelegram.com/|2023-11-26 01:11:06.496993
NEGAO DOTADO|channel|https://t.me/+dRKe8TQahDk2MTlh|1131|Videos do OnlyFans, XVideos Red, JustForFans, Meninos Online, Irmaos Dotados, HotBoys, Men e muito mais.|https://putariatelegram.com/|2023-11-26 01:11:08.043696
Boazudas Vazadas|channel|https://t.me/+ka5E4ACX92A1ZGFh|2385|N/A|https://putariatelegram.com/|2023-11-26 01:11:08.809460
Novinhas do Funk|channel|https://t.me/+0kq4KXU0K61iMzJh|5810|N/A|https://putariatelegram.com/|2023-11-26 01:11:09.170648
TABOO FAMILIA|group|https://t.me/+3SANM4nzDo8xNjcx|6219|Nosso grupo principalhttps://t.me/+dkAUGK9e0v5lOTExObs:Nao tem como abrir o grupo para envio de midia,caso abrir o grupo cai devido uns lixo que vem postar conteudo ilegal e nao tem consciencia que tal midia tem rastreio...|https://putariatelegram.com/|2023-11-26 01:11:09.883563
Cornos e Exibidas|group|https://t.me/+qkQM_gVVew01Njk1|1458|Grupo para exibicao e diversos conteudos amadores!REGRAS Proibido pornografia infantil!  Proibido discussoes e discriminacao! Proibido pv sem autorizacao! Amizades, conversa e muita putaria! Comprem somente de verificada!|https://putariatelegram.com/|2023-11-26 01:11:10.241404
Gostosas vazadas|channel|https://t.me/+X8yFmDi7E_Y0NTUx|11362|N/A|https://putariatelegram.com/|2023-11-26 01:11:10.606175
Flagras, amadores e vazados|group|https://t.me/flagrasamadores|4364|Grupo destinado a trocar de video e fotos amadores, vazados e flagrantes.  Proibido pedofilia  Proibido gore Proibido necrofilia Proibido foto de pau Proibido envia link spamVendas sem autorizacao|https://putariatelegram.com/|2023-11-26 01:11:16.445498
Videos vazados|group|https://t.me/videosvazados2023|1728|Melhores videos vazados|https://putariatelegram.com/|2023-11-26 01:11:16.793659
CAMERAS HACKEADAS|channel|https://t.me/+efkgZ0XI7r1jYWVh|17377|N/A|https://putariatelegram.com/|2023-11-26 01:11:17.852444
Paraiso das vazadas|channel|https://t.me/+FvPNr5TiSzhmMmMx|8945|N/A|https://putariatelegram.com/|2023-11-26 01:11:24.074937
Putaria Liberal|group|https://t.me/putarialiberal1|1949|O melhor conteudo de putaria liberal do Telegram.|https://putariatelegram.com/|2023-11-26 01:11:24.429740
Novinhas do Funk|channel|https://t.me/+wOsreWqZanhkMTM5|5810|N/A|https://putariatelegram.com/|2023-11-26 01:11:25.137541
Novinhas do Funk|channel|https://t.me/+DOcwpHAhn8Q5MmYx|5810|N/A|https://putariatelegram.com/|2023-11-26 01:11:26.528214
Secret Desire|group|https://t.me/secretdesiregay|9761|Gay sex videos specially with fetish, orgy and outdoor. Adults only channel.|https://putariatelegram.com/|2023-11-26 01:11:31.559444
Gay Softcore|group|https://t.me/nonporngay|5403|Gay-themed movies and shorts. May contain: soft core scenes, frontal nudity, erection. Adults only channel |https://putariatelegram.com/|2023-11-26 01:11:31.922990
Ksadas Safadinhas|channel|https://t.me/+GrfYaoT8KPY1ZDAx|8641|N/A|https://putariatelegram.com/|2023-11-26 01:11:33.013158
Hentai Free Drive|group|https://t.me/hentaifreedrive|1982|Tudo aqui e gratis, unica coisa que voce faz e passar pelo incurtador.Conteudos novos todos os dias!|https://putariatelegram.com/|2023-11-26 01:11:33.371956
Previas Conteudos|group|https://t.me/+WOhzzP1y0gliYWUx|23326|BEM VINDOS A PUTARIA  ATENCAO MENINAS ANTES DE SE DIVULGAREM CHAMA O @Muito_Loko para VERIFICACAO! SE NAO, SERA BANIDA! BEIJOS NA PPK |https://putariatelegram.com/|2023-11-26 01:11:33.731005
COROAS FREE 2.0|channel|https://t.me/+c2wLl17FLLtmMmJh|1164|N/A|https://putariatelegram.com/|2023-11-26 01:11:35.826058
Putaria sem Limite|group|https://t.me/+zovEu2v-WFpjMjg5|3821|Conteudo atualizado diariamente !!!|https://putariatelegram.com/|2023-11-26 01:11:44.090595
Onlys Fans Gratis|channel|https://t.me/+G6jkVkkoPqIwYzQx|1762|---Only Fans Gratis---So BrasileirasChama @OnlyVips2----------------------------+De 267 Mil midiasClose FriendsOnlyFansPrivacyPacks|https://putariatelegram.com/|2023-11-26 01:11:44.777851
Conteudo|group|https://t.me/+0QaDVF_MkENhZTQx|6989|Conteudo atualizado diariamente |https://putariatelegram.com/|2023-11-26 01:11:47.734985
Novinhas do Funk|channel|https://t.me/+-VultnKqo2pjNmZh|5810|N/A|https://putariatelegram.com/|2023-11-26 01:11:54.574967
WZD CF's & OF's|group|https://t.me/+KnvLGXNTEXc0ZDIx|3881|GRUPO PRIMEPor apenas 10 reaisConteudos novos todos os dias de:Aline Faria Mc Mirella Nicks Vieira ReedGrazi Mourao Mc BragancaMansao bondeMaru KarvMulher MelaoE mais 300 mulheres!!Pix: thallesgv10@gmail.comComprov. DM|https://putariatelegram.com/|2023-11-26 01:11:55.091178
Paraiso das vazadas|group|https://t.me/onlyclosegratis|8945|N/A|https://putariatelegram.com/|2023-11-26 01:11:55.813493
PORNO GAY|channel|https://t.me/+kY3DnmZukYZiOTVh|1267|Canal Oficial @GarotosSafados |https://putariatelegram.com/|2023-11-26 01:12:01.591149
XNovinha|group|https://t.me/+yljn-0PASkFjY2Zh|13487|Proibido cpProibido fotos de rola!Proibido qualquer pornogradia infantilProibido  linkProibido palavra cp, escreveu cp E  BAN. Na horaDenuncie quem nao respeitar para ajudar!https://t.me/+yljn-0PASkFjY2Zh|https://putariatelegram.com/|2023-11-26 01:12:02.293661
Trans gatas|channel|https://t.me/+_EmiyGKD4gU1NWEx|28476|As Trans mais Gostosas estao no TSWORLD https://tsworld.club/register?ref=Areatranss|https://putariatelegram.com/|2023-11-26 01:12:02.662799
Xvideos Red Completos|channel|https://t.me/+Ba6tR4lkgCU2OGRh|1767|N/A|https://putariatelegram.com/|2023-11-26 01:12:03.013611
PORNO GAY|group|https://t.me/videosxxxgaybr|1267|Canal Oficial @GarotosSafados |https://putariatelegram.com/|2023-11-26 01:12:03.355976
Only Das Gostosas|channel|https://t.me/+UQqelH2QrPBiZjUx|3318|N/A|https://putariatelegram.com/|2023-11-26 01:12:04.825395
Conteudo|group|https://t.me/+Nf0kKEAAQS44NDQx|6989|Conteudo atualizado diariamente |https://putariatelegram.com/|2023-11-26 01:12:05.192952
Putaria Porno|group|https://t.me/Putaria_Porno|30751|N/A|https://putariatelegram.com/|2023-11-26 01:12:05.903034
Melhores videos|group|https://t.me/TranslationBrVem|1662|N/A|https://putariatelegram.com/|2023-11-26 01:12:12.031816
Hentai Sekai|group|https://t.me/+PBg81vVda2U4Y2Vh|6766|LINK DO GRUPO https://t.me/+PBg81vVda2U4Y2VhGrupo criado dia 23/01/2023|https://putariatelegram.com/|2023-11-26 01:12:13.026841
Xvideos Red Completos|group|https://t.me/xvideoredcompleto|1767|N/A|https://putariatelegram.com/|2023-11-26 01:12:19.315071
Onlys Fans Gratis|channel|https://t.me/+IvVfVcWTiC42NTJh|1762|---Only Fans Gratis---So BrasileirasChama @OnlyVips2----------------------------+De 267 Mil midiasClose FriendsOnlyFansPrivacyPacks|https://putariatelegram.com/|2023-11-26 01:12:19.669948
TRANS NOVINHAS|channel|https://t.me/+ARi3SbMXZhpiYmVh|91138| SEI QUE VC DESEJA UMA TRANS BEM FEMININA, GOSTOSA E PAUZUDA, ENTAO ACESSE O MELHOR CANAL DE TRANS DO TELEGRAM. VEM, ELAS ESTAO DE PAU DURO TE ESPERANDO!!|https://putariatelegram.com/|2023-11-26 01:12:27.308977
Sgo koadd Gathadd|group|https://t.me/+dR9d_7LXIow1ODhh|7436|N/A|https://putariatelegram.com/|2023-11-26 01:12:28.028033
Kali Beaumont|group|https://t.me/+AVWH_7H4jD42MWNh|6882|Oi amor, entre no meu grupinho privado, tem muitas previas e amostras |https://putariatelegram.com/|2023-11-26 01:12:29.935330
PERFCT HENTAI|group|https://t.me/+bv1gnBJ381c4Mjdh|10674| Religiao/Politica Links/Vendas(#-#) nieetai Zueira com limites(^o^)  [Digite /rules para ver as regras]Poblemas no chat digite @admin|https://putariatelegram.com/|2023-11-26 01:12:36.043955
JAV PORNO JAPONES|group|https://t.me/PORNODOJAPAO|2220|O maior e melhor canal videos de JAV (JAPANESE ADULT VIDEO) ou filmes porno japones.Todos os videos aqui tem o link para assistir completo.|https://putariatelegram.com/|2023-11-26 01:12:36.756629
ZOOM|group|https://t.me/+UWqmCKEgdK9hNGZh|1299|N/A|https://putariatelegram.com/|2023-11-26 01:12:39.011662
HOTTEST|group|https://t.me/+osfNirD16Wc5ODFh|2580|Link de convite : https://t.me/+8sET9l9bILZlOWVhParcerias com @hotlinksvip|https://putariatelegram.com/|2023-11-26 01:12:39.372057
Vazados 2023 (O retorno)|group|https://t.me/vazados2023oretorno|7804|N/A|https://putariatelegram.com/|2023-11-26 01:12:39.777643
Mega Porno|channel|https://t.me/+cFYvOdHs1785YjQx|1254| IMPORTANTE!TOTALMENTE PROIBIDOProibido menores de idadeProibido ofensasProibido pedofilosProibido invadir PVProibido outros links sem autorizacao|https://putariatelegram.com/|2023-11-26 01:12:47.152401
PREVIAS CASA DAS FAMOSAS|group|https://t.me/+Ceq0b_qasc04NmVh|5123|Acesse o nosso Boot para se tornar um membro @acasadasfamosas_bot|https://putariatelegram.com/|2023-11-26 01:12:56.121401
Kali Beaumont|group|https://t.me/kalichannel|6540|eu sou a @KALIPACKS, 20 anos, 163cm de altura e sou uma sex worker/modelo alternativa. aqui no meu canal voce encontrara novidades, promocoes, amostras e alguns mimos! outros canais oficiais:- @catalogokalipacks      - @feedbackskalipacks|https://putariatelegram.com/|2023-11-26 01:12:56.514582
Amadoras Brasileiras Tops|group|https://t.me/amadorasbrasileirastops|2719|Videos diarios e selecionados das mais gostosas do momento. So Amadora gostosaVideos ineditos somente aqui. Proibido :Pornografia infantil Sexo animal Cenas de estupro ou afins|https://putariatelegram.com/|2023-11-26 01:12:59.239170
Brasileirinhas Filmes|channel|https://t.me/+6bz7iPn_O95hMDAx|2801|Canal do Telegram para assistir a filmes pornos brasileiros com a melhor qualidadeApoie o canal sendo um assinanteContato : t.me/FodaFlixTV|https://putariatelegram.com/|2023-11-26 01:13:04.496979
Incesto Adulto +18|group|https://t.me/+EMonYi6OP0w3ZmZh|2403|Nosso grupo principalhttps://t.me/+dkAUGK9e0v5lOTExObs:Nao tem como abrir o grupo para envio de midia,caso abrir o grupo cai devido uns lixo que vem postar conteudo ilegal e nao tem consciencia que tal midia tem rastreio...|https://putariatelegram.com/|2023-11-26 01:13:04.872175
Male Protein|group|https://t.me/maleproteinamateurvids|3328|N/A|https://putariatelegram.com/|2023-11-26 01:13:13.272272
Entra facil|group|https://t.me/entrafacil|1567|N/A|https://putariatelegram.com/|2023-11-26 01:13:13.622204
NOVINHAS ~ 18|channel|https://t.me/+cxRpRFbPXO83M2Y5|1293|https://t.me/+cxRpRFbPXO83M2Y5|https://putariatelegram.com/|2023-11-26 01:13:15.101920
Onlys Fans Gratis|channel|https://t.me/+WnQkdrRt0yRlYjdh|1762|---Only Fans Gratis---So BrasileirasChama @OnlyVips2----------------------------+De 267 Mil midiasClose FriendsOnlyFansPrivacyPacks|https://putariatelegram.com/|2023-11-26 01:13:15.450011
HOTTEST|group|https://t.me/+ZkoH1OTwEj5kMzZh|2580|Link de convite : https://t.me/+8sET9l9bILZlOWVhParcerias com @hotlinksvip|https://putariatelegram.com/|2023-11-26 01:13:16.558365
ONLYFANS VIP LIBERADO|group|https://t.me/+NsVyifHETjQyMDdh|9087|O melhor grupo gratis de OnlyFans, privacy, close friends.|https://putariatelegram.com/|2023-11-26 01:13:17.074592
JustFans & Amadores (Gratuito)|channel|https://t.me/+QTtSPhXu-HE1OTQx|9529|Bem vindo ao maior acervo adulto do Telegram.Unico com midias organizadas e que interage com voce.|https://putariatelegram.com/|2023-11-26 01:13:25.230068
Vazado's House|channel|https://t.me/+ypsN6UQy0RU4OTMx|9854| Compra TOTALMENTE SEGURA!Conheca o VIP  Vazado's House Pare de ver conteudos repetidos de outros canais e tenha acesso a um conteudo amador de qualidade! Pagamentos APENAS Via PIX! CLIQUE: https://t.me/vipvazadoshousebot|https://putariatelegram.com/|2023-11-26 01:13:25.929700
So as Famosinhas|group|https://t.me/+Gx22CuuIrnlmZDAx|8969|N/A|https://putariatelegram.com/|2023-11-26 01:13:26.918517
.|group|https://t.me/+CXyIxxtIgPNiMGZh|1098|N/A|https://putariatelegram.com/|2023-11-26 01:13:33.886626
Trans Gostosas - CLUB|group|https://t.me/TSGostosasBR|1858|Foto de pau e cu de macho Proibido Pedofilia Proibido zoofilia Proibido discriminacao Proibido Invadir PV sem autorizacaoFaltar com Respeito a outros integrantes Sempre comprar conteudo de verificadas, para nao cair em golpe|https://putariatelegram.com/|2023-11-26 01:13:35.167749
ONLYFANS & PRIVACY|group|https://t.me/onlyBRfans|2188|N/A|https://putariatelegram.com/|2023-11-26 01:13:41.746498
JustFans & Amadores (Gratuito)|channel|https://t.me/+XXv7L2Epn_MwYWQx|9529|Bem vindo ao maior acervo adulto do Telegram.Unico com midias organizadas e que interage com voce.|https://putariatelegram.com/|2023-11-26 01:13:50.426049
ONLYFANS GOLD|channel|https://t.me/+EvCr9fdHszEzZWFh|9415|N/A|https://putariatelegram.com/|2023-11-26 01:13:50.792653
.|group|https://t.me/+SAa5ny6TIXI3MjIx|1098|N/A|https://putariatelegram.com/|2023-11-26 01:13:51.620845
Planet Top Girls|group|https://t.me/+80aeughwWiliMTNh|26913|N/A|https://putariatelegram.com/|2023-11-26 01:13:52.261825
Pornogram|channel|https://t.me/+rvStvVHhjEdiMDNh|2097|+18|https://putariatelegram.com/|2023-11-26 01:13:53.713878
HOTTEST|group|https://t.me/+iCYPME6wgmE5Mjdh|2580|Link de convite : https://t.me/+8sET9l9bILZlOWVhParcerias com @hotlinksvip|https://putariatelegram.com/|2023-11-26 01:13:59.280399
Novinhas do tiktok|group|https://t.me/tiktokplusdezoito|8605|N/A|https://putariatelegram.com/|2023-11-26 01:14:00.698822
PACKS DE FAMOSAS|group|https://t.me/Packs_de_famosas|6524|O melhor grupo gratis de OnlyFans, privacy, close friends.|https://putariatelegram.com/|2023-11-26 01:14:08.401598
Esposa Exibicionista|channel|https://t.me/+cwM07Ow8Z9s3MzU5|1100|Whatsapp para chamada de video  (11)98345-3528 a partir de 40 reaisPack com 80 midias por 20 reaisSite Oficial esposaexibicionista.comCanal XVIDEOS - Esposa Exibicionista |https://putariatelegram.com/|2023-11-26 01:14:08.770938
Onlyleaks|channel|https://t.me/+kVGiMiFxRfExZTUx|1727|https://onlyhentaix.blogspot.comLink channel - https://t.me/onlyleaks369https://t.me/+kVGiMiFxRfExZTUx|https://putariatelegram.com/|2023-11-26 01:14:11.433602
Safadas Vazadas|group|https://t.me/safadasvazadas|8573|Sejam bem vindos ao melhor grupo de putaria.Sintam-se a vontade para mandar fotos de suas esposas/namoradasNao apoiamos conteudo relacionados a pedofila, zoofilia e temas relacionados a isso, sera banido do canal.|https://putariatelegram.com/|2023-11-26 01:14:16.808016
Victoria conteudo exclusivo ...|channel|https://t.me/+EcgJLsMqKDc5NGRh|5202|N/A|https://putariatelegram.com/|2023-11-26 01:14:17.182135
Safadeza amadora|group|https://t.me/safadezaamadora01|1766|N/A|https://putariatelegram.com/|2023-11-26 01:14:18.610764
JustFans & Amadores (Gratuito)|channel|https://t.me/+mGNx7qgrwwAwZDhh|9529|Bem vindo ao maior acervo adulto do Telegram.Unico com midias organizadas e que interage com voce.|https://putariatelegram.com/|2023-11-26 01:14:20.480243
Caiu na net|group|https://t.me/+WD2mS75N1cIxZDUx|8499|N/A|https://putariatelegram.com/|2023-11-26 01:14:29.591184
Feet and Soles|channel|https://t.me/+Ss1QBo29lzhjNTQx|2009|N/A|https://putariatelegram.com/|2023-11-26 01:14:30.292029
VOLCA FREE|channel|https://t.me/+s6o2v44V2PA3YjQx|21275|N/A|https://putariatelegram.com/|2023-11-26 01:14:36.635759
Divulga da JUST|channel|https://t.me/+aJkhiRULfLs0YzQx|1183|So as grandonas!|https://putariatelegram.com/|2023-11-26 01:14:36.979585
PREVIAS DA JUST|group|https://t.me/previajj|5664|Compras: @JustJoanaBRPREVIAS: @previajjSERVICOS:* Packs * Chamada de video / Lives * Fetiches * Personalizado * Sexting * Webnamoro  * Plaquinha * Avulsos  * VIP|https://putariatelegram.com/|2023-11-26 01:14:37.343840
TRANS SAFADAS|channel|https://t.me/+5mikVHmmzts2ZDNh|2773|Proibido PedofiliaProibido zoofiliaProibido discriminacaoProibido Foto de PauProibido Invadir PV sem autorizacao|https://putariatelegram.com/|2023-11-26 01:14:38.074296
Mulher Do Corno|channel|https://t.me/+Z6TMuGEdpA0yMWQx|2147| AVISO! Os nossos grupos nao tem CP (Pornografia Infantil) ou qualquer conteudo -18! Pedofilia e crime! Art's. 241-A ; 241-B.  |https://putariatelegram.com/|2023-11-26 01:14:38.426307
Previas Conteudos|group|https://t.me/+2Xe4RPeKIDdiZjgx|23326|BEM VINDOS A PUTARIA  ATENCAO MENINAS ANTES DE SE DIVULGAREM CHAMA O @Muito_Loko para VERIFICACAO! SE NAO, SERA BANIDA! BEIJOS NA PPK |https://putariatelegram.com/|2023-11-26 01:14:58.153476
HOTTEST|group|https://t.me/+8sET9l9bILZlOWVh|2580|Link de convite : https://t.me/+8sET9l9bILZlOWVhParcerias com @hotlinksvip|https://putariatelegram.com/|2023-11-26 01:15:12.056789
Vazados das Novinhas|group|https://t.me/Vazadinhos18Br|1010|N/A|https://putariatelegram.com/|2023-11-26 01:15:17.323006
JustFans & Amadores (Gratuito)|channel|https://t.me/+7ukKB3FF3xY0ZTUx|9530|Bem vindo ao maior acervo adulto do Telegram.Unico com midias organizadas e que interage com voce.|https://putariatelegram.com/|2023-11-26 01:15:32.651299
Chat PUTARIA LIBERADA|group|https://t.me/+qkqJGyADULY5MTgx|1545|N/A|https://putariatelegram.com/|2023-11-26 01:15:39.412124
PUTARIA LIBERADA|channel|https://t.me/+lNHuJZ7HXEk1NDdh|6719| AVISO! Os nossos grupos nao tem CP (Pornografia Infantil) ou qualquer conteudo -18! Pedofilia e crime! Art's. 241-A ; 241-B.  |https://putariatelegram.com/|2023-11-26 01:15:41.104730
HOTTEST|group|https://t.me/+Zw7J_YtwhiFiNjAx|2580|Link de convite : https://t.me/+8sET9l9bILZlOWVhParcerias com @hotlinksvip|https://putariatelegram.com/|2023-11-26 01:15:53.478578
Gozadinhas e outras coisas interessantes|group|https://t.me/Gozadinhas|1072|Deposito de videos interessantes!|https://putariatelegram.com/|2023-11-26 01:16:03.244340
Onlyleaks|channel|https://t.me/+H2gNGU5TNmFiYjZh|1727|https://onlyhentaix.blogspot.comLink channel - https://t.me/onlyleaks369https://t.me/+kVGiMiFxRfExZTUx|https://putariatelegram.com/|2023-11-26 01:16:08.565079
So Novinhas +18|channel|https://t.me/+ZN7pL9myzYIyNmYx|3536| AVISO! Esse grupo nao tem CP (Pornografia Infantil) ou qualquer conteudo infanto-juvenil (-18)! Pedofilia e crime!  Art's 241-A / 241-B APROVEITE O GRUPO! |https://putariatelegram.com/|2023-11-26 01:16:13.759960
Onlyfans gratis|channel|https://t.me/+_StRkvf7L0c1ZDRh|1455|Only free|https://putariatelegram.com/|2023-11-26 01:16:15.868213
1k.WEED PORN D'JUST|group|https://t.me/+VIYmgItnL6Y4Y2Ex|1220|PREVIAS: @previajj Compras: @justjoanabrRegras  Zoofilia Menores de idade Falar mal do grupo Ir ao pv sem autorizacao Pedofilia/CP (pedir tambem)  Divulgacao sem autorizacao Falar de PoliticaDenuncie com o comando : @admin|https://putariatelegram.com/|2023-11-26 01:16:17.541089
Homens ao natural|group|https://t.me/HomensaoNatural|5636|N/A|https://putariatelegram.com/|2023-11-26 01:16:26.197468
JustFans & Amadores (Gratuito)|channel|https://t.me/+CMmEe5E4PkxiZGQ5|9530|Bem vindo ao maior acervo adulto do Telegram.Unico com midias organizadas e que interage com voce.|https://putariatelegram.com/|2023-11-26 01:16:27.860324
SAFADOS BRASIL - U N L O C K|channel|https://t.me/+QLHvfOZj_0NhZmMx|34937|melhor canal do porno masculino! Amadores do TwiterVideos CompletosPack Grastis de OnlyfansV.I.P|https://putariatelegram.com/|2023-11-26 01:16:29.556631
Casa dos OnlyFans|group|https://t.me/casadosonly|1485|N/A|https://putariatelegram.com/|2023-11-26 01:16:36.743385
Caiu na Net|group|https://t.me/caiunanetofc|2315|Venha fazer parte do melhor grupo gratuito de nudes e vazados do telegram . Temos um grupo vip tambem, para quem tiver interesse.|https://putariatelegram.com/|2023-11-26 01:16:40.197405
Ninfetas trans|channel|https://t.me/+b5IR8pRUHYdjZGNh|3398| AVISO! Os nossos grupos nao tem CP (Pornografia Infantil) ou qualquer conteudo -18! Pedofilia e crime! Art's. 241-A ; 241-B.  |https://putariatelegram.com/|2023-11-26 01:16:41.945981
Broderagem no Sigilo|channel|https://t.me/+8k1PgvD4DlU1NmMx|2984|Canal Oficial @GarotosSafados |https://putariatelegram.com/|2023-11-26 01:16:45.471876
Famosas onlyfans|channel|https://t.me/+-iPK7qGImrtlODEx|6820|N/A|https://putariatelegram.com/|2023-11-26 01:16:55.441910
ELITE|group|https://t.me/somosaelite|3620|Cameras de SegurancaFamosinhasUpsk1rt LivesEm publicoVoyeurVideos novos todos os dias!|https://putariatelegram.com/|2023-11-26 01:17:02.842918
HOTTEST|group|https://t.me/+Pei2d-dJw9YxMzVh|2580|Link de convite : https://t.me/+8sET9l9bILZlOWVhParcerias com @hotlinksvip|https://putariatelegram.com/|2023-11-26 01:17:06.173294
So Dotadao|channel|https://t.me/+S89Ix7mHHYwwMmVh|1820|Canal Oficial @GarotosSafados |https://putariatelegram.com/|2023-11-26 01:17:08.174490
WEED PORN|group|https://t.me/weedpornJustJoana|1761|Regras  Zoofilia Menores de idade Falar mal do grupo Ir ao pv sem autorizacao Pedofilia/CP (pedir tambem)  Divulgacao sem autorizacao Falar de PoliticaDenuncie com o comando : @admin|https://putariatelegram.com/|2023-11-26 01:17:47.940215
HOT LINKS|channel|https://t.me/+2Q-HEHhXMu45YjNh|41937|Melhores conteudos do Brasil!|https://putariatelegram.com/|2023-11-26 01:17:58.738312
HOTTEST|group|https://t.me/+LqOPbx5OqFEwZmQx|2580|Link de convite : https://t.me/+8sET9l9bILZlOWVhParcerias com @hotlinksvip|https://putariatelegram.com/|2023-11-26 01:18:00.385248
Putaria.Com|channel|https://t.me/+74dJO-s40-MwYTk5|9008|N/A|https://putariatelegram.com/|2023-11-26 01:18:03.851487
Onlyfans gratis|channel|https://t.me/+y4IAd5i3ALIyZjIx|1455|Only free|https://putariatelegram.com/|2023-11-26 01:18:07.166212
Novinhas Vazou|channel|https://t.me/+2b_2jndYbTVjZGJh|9567|Chat do nosso canal|https://putariatelegram.com/|2023-11-26 01:18:31.606069
Eu confesso +18|channel|https://t.me/+SWarx5oYrg1y3WKJ|14300|Canal criado para divulgacao de videos porno, sexo pesado, flagras, sexo proibido... Videos de incesto, famosas, encoxadas, sexo ao ar livre, videos de corno e tudo mais que voce desejar. E o mais legal, sao videos 100% AMADORES|https://putariatelegram.com/|2023-11-26 01:18:53.039830
Onlyleaks|group|https://t.me/onlyleaks369|1727|https://onlyhentaix.blogspot.comLink channel - https://t.me/onlyleaks369https://t.me/+kVGiMiFxRfExZTUx|https://putariatelegram.com/|2023-11-26 01:18:57.186792
ELITE|channel|https://t.me/+ctqPH_H8Zn40ZGYx|3621|Cameras de SegurancaFamosinhasUpsk1rt LivesEm publicoVoyeurVideos novos todos os dias!|https://putariatelegram.com/|2023-11-26 01:19:00.507503
Putaria Videos Porno|group|https://t.me/putariavideospornobr|1308|Se voce tem o PAU pequeno voce nao esta agradando todas as mulheres...Voce pode aumentar o tamanho do seu Pau sim! Temos um produto gel chamado \"Libid Gel\" testado pelo proprio Kid Bengala, que vai te ajudar, Veja mais no link: http://mon.net.br/16q6lb|https://putariatelegram.com/|2023-11-26 01:19:09.162649
So Boquete [sexo oral]|group|https://t.me/soboquete10|2482|Se voce tem o PAU pequeno voce nao esta agradando todas as mulheres...Voce pode aumentar o tamanho do seu Pau sim! Temos um produto gel chamado \"Libid Gel\" testado pelo proprio Kid Bengala, que vai te ajudar, Veja mais no link: http://mon.net.br/16q6lb|https://putariatelegram.com/|2023-11-26 01:19:17.945833
Previas Conteudos|group|https://t.me/+Zv5tQdk7J7ZjMTBh|23325|BEM VINDOS A PUTARIA  ATENCAO MENINAS ANTES DE SE DIVULGAREM CHAMA O @Muito_Loko para VERIFICACAO! SE NAO, SERA BANIDA! BEIJOS NA PPK |https://putariatelegram.com/|2023-11-26 01:19:32.136866
